line,name,code,lat,lng
용인경전철,전대·에버랜드,4517,37.285342,127.219561
용인경전철,기흥,4501,37.275619,127.115936
우이신설경전철,북한산우이,4701,37.663146,127.012789
우이신설경전철,솔밭공원,4702,37.656088,127.013252
우이신설경전철,4·19민주묘지,4703,37.649593,127.013746
우이신설경전철,가오리,4704,37.641701,127.016792
우이신설경전철,삼양사거리,4707,37.621512,127.02048
우이신설경전철,솔샘,4708,37.62124,127.013528
우이신설경전철,북한산보국문,4709,37.612343,127.008009
우이신설경전철,정릉,4710,37.602798,127.01349
우이신설경전철,성신여대입구,4711,37.592624,127.016403
우이신설경전철,보문,4712,37.585286,127.019381
우이신설경전철,신설동,4713,37.575297,127.025087
우이신설경전철,화계,4705,37.634802,127.017519
우이신설경전철,삼양,4706,37.627165,127.018152
의정부경전철,동오,4608,37.745271,127.056947
의정부경전철,새말,4609,37.748885,127.06362
의정부경전철,경기도청북부청사,4610,37.75059,127.071495
의정부경전철,효자,4611,37.754025,127.076902
의정부경전철,회룡,4602,37.724846,127.046895
의정부경전철,범골,4603,37.728755,127.04353
의정부경전철,경전철의정부,4604,37.737202,127.043257
의정부경전철,의정부시청,4605,37.739256,127.034781
의정부경전철,흥선,4606,37.743302,127.037023
의정부경전철,의정부중앙,4607,37.743676,127.049565
의정부경전철,곤제,4612,37.750471,127.083715
의정부경전철,어룡,4613,37.742802,127.085035
의정부경전철,발곡,4601,37.727048,127.052803
의정부경전철,송산,4614,37.737279,127.087159
의정부경전철,탑석,4615,37.733579,127.088704
인천2호선,검단사거리,3203,37.60185,126.657108
인천2호선,인천대공원,3226,37.448769,126.752618
인천2호선,마전,3204,37.597566,126.666998
인천2호선,독정,3206,37.585212,126.675844
인천2호선,검바위,3208,37.561405,126.677566
인천2호선,서구청,3210,37.543742,126.676787
인천2호선,가정,3211,37.524649,126.675539
인천2호선,인천가좌,3215,37.4897,126.675208
인천2호선,가재울,3216,37.484192,126.683673
인천2호선,주안국가산단,3217,37.473703,126.68113
인천2호선,인천시청,3221,37.457405,126.702221
인천2호선,석천사거리,3222,37.456805,126.709986
인천2호선,모래내시장,3223,37.45583,126.719298
인천2호선,만수,3224,37.454911,126.732094
인천2호선,운연,3227,37.440127,126.75997
인천2호선,검암,3207,37.569104,126.673728
인천2호선,가정중앙시장,3212,37.517054,126.676672
인천2호선,석남,3213,37.506193,126.676203
인천2호선,서부여성회관,3214,37.506193,126.676203
인천2호선,주안,3218,37.464941,126.679923
인천2호선,시민공원,3219,37.458335,126.681192
인천2호선,석바위시장,3220,37.457611,126.692575
인천2호선,왕길,3202,37.59518,126.642696
인천2호선,완정,3205,37.592928,126.673203
인천2호선,남동구청,3225,37.448161,126.736939
인천2호선,아시아드경기장,3209,37.5517,126.677122
인천2호선,검단오류,3201,37.594877,126.627178
인천선,계양,3110,37.571462,126.735637
인천선,귤현,3111,37.566379,126.742654
인천선,박촌,3112,37.553703,126.745077
인천선,임학,3113,37.545059,126.738665
인천선,계산,3114,37.543238,126.728128
인천선,경인교대입구,3115,37.538157,126.722597
인천선,작전,3116,37.530415,126.722527
인천선,갈산,3117,37.517268,126.721514
인천선,부평구청,3118,37.508336,126.720548
인천선,부평시장,3119,37.498383,126.722244
인천선,부평,3120,37.489493,126.724805
인천선,동수,3121,37.485312,126.718247
인천선,부평삼거리,3122,37.477679,126.710208
인천선,인천시청,3124,37.457405,126.702221
인천선,예술회관,3125,37.449396,126.701012
인천선,인천터미널,3126,37.442383,126.699706
인천선,문학경기장,3127,37.434935,126.698579
인천선,선학,3128,37.426684,126.698863
인천선,신연수,3129,37.41804,126.693863
인천선,원인재,3130,37.412603,126.687389
인천선,동춘,3131,37.404737,126.681015
인천선,동막,3132,37.397878,126.674005
인천선,캠퍼스타운,3133,37.387855,126.661673
인천선,테크노파크,3134,37.382268,126.656365
인천선,지식정보단지,3135,37.378384,126.645168
인천선,인천대입구,3136,37.386007,126.639484
인천선,센트럴파크,3137,37.393054,126.634729
인천선,국제업무지구,3138,37.399907,126.630347
인천선,간석오거리,3123,37.467048,126.707938
인천선,송도달빛축제공원,Good,37.40690256416464,126.62599088848317
수인분당선,사리,Good,37.29062095298378,126.85709658864381
수인분당선,야목,Good,37.26139114625711,126.88378190254757
수인분당선,어천,Good,37.25008693721142,126.90878536249919
수인분당선,오목천,Good,37.24335646829219,126.96386677176771
수인분당선,고색,Good,37.24978483062486,126.98053419002909
자기부상철도,인천공항1터미널,Good,37.4475222,126.4503834
자기부상철도,장기주차장,Good,37.443916279157115,126.45557721439164
자기부상철도,합동청사,Good,37.4413522,126.4575236
자기부상철도,파라다이스시티,Good,37.4379539,126.4580952
자기부상철도,워터파크,Good,37.429221,126.434231
자기부상철도,용유,Good,37.424832,126.423652
